68,14,61674.641148,36000,12800
68,11,10279.106858,0,10000
27,13,16446.570973,1550,5600
26,10,19530.30303,0,0
42,16,88400.318979,44000,5000
28,17,61674.641148,0,98000
26,12,38032.695375,0,13000
59,12,43172.248804,7700,28000
28,11,15418.660287,0,0
75,14,67842.105263,3400,300
42,12,98679.425837,13040,60500
37,16,41116.427432,600,350
55,17,87372.408293,96000,0
85,12,20558.213716,0,0
54,17,91484.051037,8200,104800
46,12,16446.570973,10000,47600
92,9,3392.1052632,0,0
49,14,71953.748006,1600,36680
71,16,65786.283892,400,13100
48,14,51395.53429,11000,167750
48,16,100735.24721,0,0
37,17,82232.854864,1950,6500
42,17,40088.516746,2150,110840
42,17,61674.641148,100,103000
35,17,1182097.2887,0,850000
52,16,51395.53429,40000,30000
60,12,8223.2854864,100,0
63,12,29809.409888,0,9800
40,12,80177.033493,0,86300
18,10,7812.1212121,0,0
50,16,61674.641148,500,68300
57,16,51395.53429,30000,73900
44,12,29809.409888,300,3610
77,8,15418.660287,40000,0
53,11,82232.854864,300,201120
25,15,40088.516746,0,13480
62,2,71953.748006,500,164000
86,14,7195.3748006,132000,0
34,11,6989.7926635,0,0
26,12,38032.695375,0,13000
47,12,45228.070175,1,11200
74,16,38032.695375,0,0
43,12,1408237.6396,0,0
52,12,94567.783094,2610,49000
55,10,1439.0749601,400,37950
33,12,10279.106858,0,0
45,16,92511.961721999993,0,139600
44,12,10279.106858,0,70
23,10,29809.409888,200,18800
48,10,16446.570973,0,11360
45,12,40088.516746,180,258800
51,16,71953.748006,8000,28000
49,14,90456.140351,10000,34000
34,17,47283.891547,0,147100
49,12,38032.695375,700,100000
55,12,48311.802233,0,0
56,9,34948.963317,5000,23720
76,12,24669.856459,0,0
21,12,46255.980860999996,0,2300
85,12,20558.213716,0,0
50,16,67842.105263,700,38700
83,15,7812.1212121,0,0
46,16,71953.748006,1200,107700
28,12,26725.677831,300,520
49,16,19530.30303,0,4140
40,16,80177.033493,4100,174000
37,9,12334.92823,0,300
63,12,12334.92823,0,1600
63,15,27753.588517,0,0
67,17,53451.355662,0,0
45,7,17474.481659,520,0
49,17,76065.39075,500,169000
31,17,63730.46252,5000,96700
37,13,21586.124402,0,39200
25,16,50367.623604,300,0
31,13,12334.92823,0,0
43,17,71953.748006,0,303000
27,16,26725.677831,15,28800
35,12,46255.980860999996,0,108800
47,14,68870.015949,16100,0
72,12,185023.92344,0,129700
38,16,1541866.0287,0,400000
62,12,19530.30303,15000,0
25,11,26725.677831,0,0
54,17,332015.15152,23500,290000
58,1,6578.6283892,0,0
31,12,58590.909091,16500,128200
80,10,23641.945774,0,0
57,12,53451.355662,18700,10000
56,16,31865.23126,0,0
27,16,26725.677831,15,28800
61,15,101763.15789,0,156300
78,12,15418.660287,0,0
46,14,12334.92823,0,30000
77,12,25697.767145,0,9100
81,12,44200.15949,0,0
23,11,12334.92823,0,0
83,12,10279.106858,6000,60
78,16,24669.856459,1100,870
40,12,22614.035088,120,20700
80,13,15418.660287,3300,0
46,14,52423.444976,6150,126500
52,17,192219.29825,2000,155000
62,16,47283.891547,2000,41400
29,16,37004.784689,100,62000
35,11,40088.516746,3240,91140
27,11,5961.8819777,0,0
72,16,30837.320574,0,76200
40,12,113070.17544,1500,220300
86,17,37004.784689,20000,0
45,12,40088.516746,180,258800
39,12,87372.408293,15650,176000
76,8,23641.945774,18000,0
46,16,153158.69219,0,103400
76,16,28781.499203,6800,0
46,17,223056.61882,0,135000
40,14,71953.748006,110000,143000
26,11,5653.5087719,0,0
56,14,35976.874003,0,12500
54,12,68870.015949,900,800
60,14,20558.213716,0,0
24,16,30837.320574,0,38000
45,13,17474.481659,360,42200
40,12,39060.606061,0,66300
25,14,67842.105263,0,93000
75,8,6270.2551834,450,0
43,15,58590.909091,1960,168930
49,12,66814.194577,4900,2400
29,11,125405.10367,7000,274000
49,14,30837.320574,10000,41000
39,17,37004.784689,580,192650
47,12,10279.106858,0,1200
88,7,16446.570973,2700,0
74,12,48311.802233,0,0
43,12,54479.266348,15000,9800
66,17,43172.248804,0,9950
68,16,104846.88995,7100,181400
44,14,96623.604466,3800,139000
54,14,14390.749601,1300,13200
49,10,0,0,15000
44,13,62702.551834,6000,23800
19,13,19530.30303,40,4200
21,13,35976.874003,0,195800
85,16,24669.856459,0,5000
23,12,22614.035088,120,900
57,14,129516.74641,5000,253610
52,12,19530.30303,410,12000
80,6,17474.481659,2500,0
78,5,7709.3301435,0,28600
68,16,76065.39075,0,30000
40,12,21586.124402,500,600
57,12,51395.53429,2200,24670
67,12,12334.92823,0,7000
28,12,0,0,0
37,17,75037.480064,220,5860
48,16,41116.427432,5000,21200
59,14,41116.427432,0,650
79,12,39060.606061,15000,180
57,17,429666.66667,0,580000
65,17,35976.874003,0,187600
36,12,30837.320574,700,62000
55,14,14390.749601,0,0
48,12,19530.30303,0,0
54,12,85316.586922,500,25800
85,12,82232.854864,0,0
50,16,67842.105263,700,38700
56,14,35976.874003,0,12500
28,13,106902.71132,2420,89400
54,14,14390.749601,1300,13200
43,15,57562.998405,4600,16500
38,12,56535.087719,1750,111800
78,11,75037.480064,950,0
54,16,83260.76555,0,54080
41,14,152130.7815,0,56910
86,17,37004.784689,20000,0
56,12,28781.499203,560,0
50,17,64758.373206,14700,40080
42,17,115125.99681,1900,190500
78,6,8223.2854864,0,0
55,12,15418.660287,0,0
55,13,61674.641148,1000,9850
44,16,81204.944179,2200,97100
77,9,23641.945774,0,0
19,12,5653.5087719,0,0
45,11,35976.874003,0,31100
59,12,16446.570973,70,93340
37,12,25697.767145,5,72500
45,12,23641.945774,0,2500
48,14,71953.748006,5600,101200
46,10,6167.4641148,10,0
35,9,34948.963317,5100,98000
46,17,20558.213716,400,100110
20,14,21586.124402,0,11770
69,17,415275.91707,0,124000
31,17,55507.177033,45000,41300
53,16,87372.408293,80350,137000
38,16,149047.04944,15000,168000
62,12,35976.874003,0,0
57,17,166521.5311,2700,36300
37,12,65786.283892,50,152250
60,12,44200.15949,1500,8050
25,12,56535.087719,0,36490
32,17,87372.408293,5500,102500
76,14,69897.926635,0,16000
57,12,66814.194577,400,120000
80,10,8326.076555,1000,0
45,14,50367.623604,3000,40500
62,8,7298.1658692,0,0
38,16,69897.926635,1200,91000
65,16,14390.749601,3000,0
67,10,14390.749601,0,0
76,16,37004.784689,11000,0
50,11,114098.08612,0,98300
29,13,47283.891547,0,45330
66,7,34948.963317,800,28000
70,12,13362.838915,0,42800
43,12,17474.481659,1700,5700
52,17,57562.998405,0,92000
54,17,444057.41627,0,0
83,14,58590.909091,0,0
49,16,54479.266348,0,114000
53,16,243614.83254,3010,148750
39,12,40088.516746,15,9540
48,12,67842.105263,2800,84400
48,14,116153.9075,410,119700
74,14,67842.105263,0,0
65,9,7914.9122807,0,0
51,14,76065.39075,0,142560
52,12,35976.874003,0,69260
50,17,248754.38596,250000,157050
40,17,193247.20893,1000,187000
83,14,81204.944179,193000,0
48,16,176800.63796,1000,0
69,16,51395.53429,115000,0
28,11,69897.926635,0,91100
47,17,93539.872408,0,0
54,14,69897.926635,0,0
63,12,21586.124402,0,26000
68,12,80177.033493,15000,42000
40,12,42144.338118,0,58640
66,12,9765.1515152,5600,11000
45,17,51395.53429,0,0
28,14,56535.087719,1430,3800
54,16,92511.961721999993,400,67930
38,12,35976.874003,77000,7400
35,5,10279.106858,0,0
63,17,75037.480064,6200,1200
37,8,16446.570973,200,3700
24,9,37004.784689,0,72200
41,13,80177.033493,2200,113400
24,14,32893.141946,0,21900
26,16,61674.641148,0,31000
55,12,43172.248804,0,0
36,13,25697.767145,2000,1900
26,10,10279.106858,0,0
45,12,39060.606061,0,15570
41,16,128488.83573,0,90000
61,12,27753.588517,0,0
42,12,20558.213716,0,0
50,14,102791.06858,1700,201410
46,16,82232.854864,100,169000
57,12,11307.017544,0,0
83,12,13362.838915,1000,550
78,17,98679.425837,0,0
35,14,88400.318979,6000,30200
43,16,144935.4067,15300,180600
63,12,29809.409888,0,9800
47,12,24669.856459,0,12190
46,13,33921.052632,0,100
59,13,154186.60287,0,30200
60,14,431722.48804,0,0
47,12,32893.141946,0,2180
88,10,16446.570973,0,0
52,15,100735.24721,4100,118100
23,13,15418.660287,0,160
86,12,18502.392344,0,0
33,12,29809.409888,0,0
53,8,9765.1515152,0,330
46,12,32893.141946,0,141200
76,12,26725.677831,5000,0
41,17,183996.01276,18000,123800
29,12,4214.4338118,0,0
54,12,15418.660287,0,5000
76,12,42144.338118,5200,0
40,12,24669.856459,0,25700
56,14,37004.784689,0,11030
39,9,32893.141946,0,98200
67,12,20558.213716,0,11800
43,12,29809.409888,0,1200
22,15,8223.2854864,30,10000
78,12,14390.749601,0,1200
75,10,10279.106858,0,0
53,13,10279.106858,0,40100
45,12,10279.106858,0,600
40,12,121293.46093,1400,68080
45,15,113070.17544,2000,151600
61,2,35976.874003,1000,3000
32,10,12334.92823,0,0
36,12,30837.320574,700,62000
23,13,15418.660287,0,160
42,14,101763.15789,4201,33200
64,9,21586.124402,0,64000
26,16,30837.320574,0,1000
52,12,94567.783094,2610,49000
46,12,167549.44179,0,13700
81,12,44200.15949,0,0
25,16,25697.767145,0,29000
49,13,31865.23126,600,27710
21,12,7195.3748006,110,10100
47,12,136712.12121,0,118250
26,12,29809.409888,2500,11220
25,12,35976.874003,205,124900
51,17,162409.88836,27000,38000
43,16,103818.97927,0,74200
81,4,4625.5980861,0,0
44,14,177828.54864,0,254400
53,17,137740.0319,2000,0
30,14,54479.266348,2000,56300
67,16,129516.74641,70000,0
49,13,48311.802233,180,84800
86,12,18502.392344,0,0
64,12,6167.4641148,0,850
20,12,14390.749601,0,0
48,16,102791.06858,0,120000
43,12,52423.444976,0,0
34,12,31865.23126,80,4500
76,14,28781.499203,0,0
30,12,70925.837321,5000,250
57,12,25697.767145,900,32340
65,11,25697.767145,5000,8200
30,12,44200.15949,0,21000
32,15,55507.177033,1500,75000
82,12,20558.213716,2000,75400
55,11,27753.588517,700,21000
88,13,11307.017544,0,0
52,10,41116.427432,1000,32900
41,12,29809.409888,120,8100
43,16,308373.20574,100000,222000
55,9,6270.2551834,10,0
33,16,119237.63955,0,67600
36,16,855221.69059,230000,250000
31,13,80177.033493,0,93000
40,15,21586.124402,0,10000
38,12,12334.92823,0,143500
55,11,30837.320574,0,0
64,12,28781.499203,0,600
55,17,8634.4497608,500,0
34,14,49339.712919,550,94100
73,3,23641.945774,0,2000
43,12,72981.658692,0,75300
58,17,57562.998405,6000,55000
37,14,13362.838915,0,0
38,16,82232.854864,200,171600
44,12,1233.492823,0,1100
31,11,69897.926635,2330,220300
40,12,39060.606061,0,66300
30,17,125405.10367,800,297100
25,14,26725.677831,1500,600
66,16,237447.36842,0,10000
45,17,51395.53429,5500,79000
69,8,21586.124402,4000,300
55,12,12334.92823,0,52200
68,13,46255.980860999996,15000,150
78,12,21586.124402,700,0
67,17,169605.26316,0,350000
38,17,85316.586922,5800,173200
48,16,102791.06858,35000,186000
36,13,25697.767145,0,6990
28,11,2569.7767145,0,0
50,12,29809.409888,0,45100
82,1,6887.0015949,0,0
54,17,239503.18979,0,18000
87,10,35976.874003,95000,0
80,10,8326.076555,1000,0
45,16,97651.515152,10000,11190
72,14,49339.712919,0,0
39,12,64758.373206,2500,98700
19,14,6887.0015949,0,5000
33,16,65786.283892,0,43400
68,13,46255.980860999996,15000,150
57,17,76065.39075,36000,150410
38,16,69897.926635,1200,91000
49,17,61674.641148,3000,127000
74,12,15418.660287,0,0
67,17,104846.88995,22000,0
36,14,41116.427432,0,29000
50,12,59618.819777,13900,13000
43,14,97651.515152,1000,325500
28,15,10279.106858,0,10000
46,12,19530.30303,0,0
39,13,26725.677831,0,1240
50,13,32893.141946,5000,50
50,14,67842.105263,0,85700
47,15,82232.854864,0,335000
49,12,7195.3748006,1500,10400
27,17,32893.141946,0,32500
58,17,145963.31738,100000,110000
53,17,204554.22648,0,172000
42,12,98679.425837,200,11380
69,16,51395.53429,115000,0
21,12,55507.177033,550,32330
44,14,77093.301435,2000,115700
55,16,236419.45774,0,1800
46,12,263145.13557,11000,70000
44,16,211749.60128,1500,259000
69,12,24669.856459,0,52050
30,14,42144.338118,0,10300
59,14,74009.569378,0,0
71,16,51395.53429,14000,0
39,17,290898.72408,900,468410
51,16,34948.963317,2620,84500
78,17,98679.425837,0,0
58,16,58590.909091,10000,0
43,15,58590.909091,1960,168930
81,9,101763.15789,1700,0
68,16,34948.963317,0,0
41,14,5139.553429,20,14000
51,12,88400.318979,3050,141070
41,8,32893.141946,0,6080
35,17,170633.17384,0,324570
58,14,93539.872408,6000,30000
75,9,17474.481659,0,0
53,16,170633.17384,30,638000
62,16,47283.891547,2000,41400
32,14,79149.122807,2000,25110
49,17,76065.39075,500,169000
45,13,22614.035088,0,0
77,12,29809.409888,1000,0
72,10,4008.8516746,0,0
41,14,29809.409888,0,105300
65,5,12334.92823,0,0
63,12,53451.355662,0,0
67,17,65786.283892,200,142120
60,12,20558.213716,0,17400
26,14,89428.229665,0,118700
79,14,31865.23126,5100,0
39,17,78121.212121,0,181800
22,12,33921.052632,0,5300
48,14,45228.070175,7500,80800
75,13,9251.1961722,30000,0
72,12,25697.767145,8500,2000
56,12,15418.660287,500,93000
21,12,28781.499203,0,2300
66,10,25697.767145,0,0
35,12,61674.641148,0,56000
25,16,20558.213716,3000,0
39,12,51395.53429,0,0
58,14,34948.963317,0,46900
48,7,12334.92823,0,0
49,16,122321.37161,0,70000
22,12,18502.392344,500,0
27,12,37004.784689,500,36000
66,12,25697.767145,6000,12000
41,13,40088.516746,1,7800
49,16,29809.409888,21600,0
43,2,68870.015949,10500,153000
58,10,83260.76555,0,80350
52,6,5550.7177033,0,0
68,7,14390.749601,0,150
22,12,33921.052632,0,5300
25,16,71953.748006,2740,300
36,17,12334.92823,26000,26900
71,16,51395.53429,14000,0
43,16,121293.46093,100,109900
68,12,24669.856459,200,17220
66,16,289870.8134,0,95000
45,14,53451.355662,5000,63000
29,14,98679.425837,20000,72900
32,14,45228.070175,1700,101100
25,15,23641.945774,3420,6500
35,16,122321.37161,5000,166000
57,3,6373.046252,9200,8220
66,12,67842.105263,0,0
41,16,60646.730463,3850,102240
47,12,55507.177033,41000,10100
51,9,62702.551834,0,32300
52,12,35976.874003,3000,92000
53,13,10279.106858,0,40100
88,12,5756.2998405,12400,0
54,12,68870.015949,900,800
23,16,20558.213716,100,17500
35,15,44200.15949,55000,0
49,16,100735.24721,450,147370
24,14,30837.320574,0,19600
42,16,17474.481659,0,0
76,12,14390.749601,0,0
61,10,25697.767145,1100,80000
56,12,53451.355662,20800,450
40,12,35976.874003,0,7000
42,12,56535.087719,1251,150000
40,16,66814.194577,1500,147700
23,14,25697.767145,1,24700
33,16,61674.641148,5600,11240
47,14,25697.767145,730,125900
81,12,9353.9872408,2000,0
52,10,8017.7033493,0,810
72,12,24669.856459,500,770
23,12,18502.392344,0,23600
42,12,56535.087719,1251,150000
44,9,12334.92823,0,50000
44,16,116153.9075,0,259000
50,16,488257.57576,0,2000
41,17,63730.46252,11500,78150
32,16,21586.124402,0,31900
57,14,24669.856459,230,2360
65,15,27753.588517,3200,380
79,12,14390.749601,35000,0
42,8,30837.320574,0,0
34,14,54479.266348,30,97080
36,12,62702.551834,1030,137250
85,11,22614.035088,3500,0
66,12,9765.1515152,5600,11000
49,12,51395.53429,0,43740
45,16,68870.015949,10000,119000
28,14,8634.4497608,0,0
78,12,21586.124402,700,0
40,13,66814.194577,380,4400
24,12,30837.320574,200,4800
82,16,17474.481659,0,10180
40,16,28781.499203,400,0
53,17,74009.569378,0,55000
45,12,43172.248804,600,154000
92,16,9251.1961722,18000,0
61,12,56535.087719,7000,0
57,14,24669.856459,230,2360
61,14,11307.017544,0,7940
83,12,14390.749601,20000,20
78,8,18502.392344,0,0
47,16,35976.874003,500,7810
65,16,14390.749601,3000,0
61,6,11307.017544,0,3080
45,14,22614.035088,600,33710
39,16,66814.194577,500,132400
49,10,0,0,15000
35,12,24669.856459,22000,0
66,12,66814.194577,5000,101930
63,1,17474.481659,14700,21000
41,12,20558.213716,0,590
41,12,66814.194577,1000,80400
88,11,11307.017544,9900,0
28,16,59618.819777,23000,0
57,12,11307.017544,0,0
39,13,42144.338118,0,81000
61,15,101763.15789,0,156300
77,16,117181.81818,0,0
43,12,29809.409888,0,1200
56,12,13362.838915,2100,0
35,17,68870.015949,1700,179200
39,17,23641.945774,0,28480
66,12,32893.141946,0,90700
33,14,81204.944179,3000,112000
45,12,61674.641148,0,52000
46,12,77093.301435,8400,84000
52,16,33921.052632,0,10100
38,12,56535.087719,1750,111800
50,17,64758.373206,14700,40080
59,12,4522.8070175,10,900
79,9,12334.92823,0,35000
29,11,25697.767145,0,24000
47,13,87372.408293,370,83650
22,12,18502.392344,10,500
51,3,10279.106858,0,0
76,14,46255.980860999996,1700,0
40,14,71953.748006,110000,143000
51,14,76065.39075,0,142560
46,17,20558.213716,400,100110
38,16,31865.23126,0,100280
66,16,430694.57735,0,0
79,12,39060.606061,15000,180
41,12,52423.444976,6010,21550
29,14,9251.1961722,20000,0
42,12,207637.95853,1100,134675
77,12,29809.409888,1000,0
23,16,20558.213716,100,17500
53,11,16446.570973,200,6000
76,16,18502.392344,0,0
38,12,82232.854864,3000,172250
35,17,105874.80064,0,90800
63,9,16446.570973,7800,29400
60,16,256977.67145,0,55300
42,16,75037.480064,0,118500
53,14,56535.087719,0,113200
62,17,105874.80064,14000,83000
62,16,64758.373206,12000,50050
68,14,44200.15949,50000,0
60,14,22614.035088,3000,9300
59,12,325847.6874,56000,2400
31,13,80177.033493,0,93000
52,13,80177.033493,0,54700
26,10,19530.30303,0,0
29,11,17474.481659,100,64200
41,17,118209.72887,2200,102000
40,12,89428.229665,0,6720
77,12,12334.92823,12390,0
68,12,80177.033493,15000,42000
41,9,18502.392344,0,64960
23,11,12334.92823,0,0
41,16,135684.21053,2000,123000
32,14,72981.658692,310,29210
50,12,27753.588517,0,750
75,17,104846.88995,0,800
65,12,69897.926635,8450,31660
63,12,21586.124402,0,26000
22,12,24669.856459,0,0
67,16,129516.74641,70000,0
42,15,19530.30303,0,81400
21,12,33921.052632,500,9750
66,12,9148.4051037,0,0
56,6,27753.588517,0,119900
36,16,855221.69059,230000,250000
75,10,12334.92823,4000,29870
24,15,3083.7320574,0,9300
56,12,32893.141946,0,0
63,12,49339.712919,3000,92800
46,17,88400.318979,1500,48000
59,15,0,0,0
29,11,15418.660287,5,3200
50,12,18502.392344,130,1000
42,8,30837.320574,0,0
41,17,141851.67464,590,96300
62,14,28781.499203,4500,6200
52,12,87372.408293,0,23430
79,9,12334.92823,0,35000
42,15,41116.427432,48000,16180
71,16,121293.46093,12000,102000
46,16,131572.56778,3340,146500
49,14,30837.320574,10000,41000
42,12,107930.62201,3700,56300
59,12,16446.570973,70,93340
41,16,136712.12121,103000,98000
79,9,12334.92823,0,35000
49,9,10279.106858,0,601
35,12,82232.854864,0,88000
67,12,12334.92823,0,7000
51,6,11307.017544,0,1190
25,12,56535.087719,0,36490
33,16,34948.963317,1050,35600
73,8,18502.392344,0,6400
30,16,141851.67464,510,117000
90,10,6167.4641148,0,0
29,12,113070.17544,30000,274440
73,17,154186.60287,3000,615000
59,13,34948.963317,0,6000
56,12,18502.392344,0,0
83,15,7812.1212121,0,0
32,12,57562.998405,0,111000
48,14,46255.980860999996,1000,136000
83,14,81204.944179,193000,0
43,14,49339.712919,3310,72050
25,12,28781.499203,300,2100
49,16,30837.320574,0,11400
42,16,88400.318979,44000,5000
49,16,678421.05263,10000,302000
51,16,178856.45933,0,231500
65,11,26725.677831,6000,0
34,12,18502.392344,0,54500
36,11,19530.30303,300,2200
48,8,26725.677831,4000,30150
58,12,5139.553429,0,0
51,16,140823.76396,28000,81000
86,17,37004.784689,20000,0
75,10,12334.92823,4000,29870
33,9,42144.338118,1700,82400
47,12,35976.874003,0,0
20,14,21586.124402,0,11770
22,14,22614.035088,2000,490
30,7,24669.856459,0,46400
42,12,207637.95853,1100,134675
67,12,12334.92823,0,7000
54,17,160354.06699,1500,125000
68,12,24669.856459,200,17220
50,15,35976.874003,0,35000
42,17,164465.70973,8100,0
77,7,15418.660287,0,63000
30,16,15418.660287,500,19260
70,13,19530.30303,11000,0
55,14,66814.194577,0,50930
32,12,13362.838915,0,9600
45,16,41116.427432,0,64000
64,16,65786.283892,0,53450
42,13,54479.266348,0,12000
32,9,15418.660287,2500,0
34,16,71953.748006,11500,189000
54,13,38032.695375,22000,92900
71,12,38032.695375,3000,1200
54,17,175772.72727,35010,0
34,9,22614.035088,0,0
59,17,25697.767145,0,0
36,12,30837.320574,1900,55500
48,16,100735.24721,0,0
39,11,11307.017544,0,26000
41,12,52423.444976,6010,21550
33,11,53451.355662,1200,6830
57,13,17474.481659,5,1590
77,17,38032.695375,15000,0
58,16,18502.392344,2500,0
61,12,47283.891547,4000,28000
39,12,27753.588517,1500,600
68,12,27753.588517,8000,0
41,12,49339.712919,100,75300
69,15,61674.641148,0,100000
49,2,134656.29984,0,15700
40,14,43172.248804,1000,126000
33,14,41116.427432,6000,27560
79,14,41116.427432,15000,1400
56,12,113070.17544,0,0
33,12,29809.409888,0,1000
35,12,46255.980860999996,0,108800
70,16,21586.124402,3000,10260
33,14,41116.427432,6000,27560
37,12,48311.802233,150,9200
46,16,102791.06858,5000,50000
46,12,29809.409888,0,3300
48,12,30837.320574,400,117450
80,3,5550.7177033,0,0
32,16,83260.76555,330,2500
45,15,113070.17544,2000,151600
57,14,77093.301435,10000,80000
28,16,82232.854864,0,9900
44,12,53451.355662,1050,60200
38,16,58590.909091,0,115000
47,14,39060.606061,580,32200
83,8,7709.3301435,8000,0
46,16,575629.98405,59970,677900
24,12,7400.9569378,120,0
36,14,41116.427432,200,83930.5
55,12,10279.106858,0,0
54,15,57562.998405,0,72300
41,13,51395.53429,0,99900
43,2,65786.283892,8700,96000
36,12,32893.141946,6000,41000
33,16,32893.141946,60,142140
54,13,41116.427432,500,0
42,17,12334.92823,0,5350
48,14,46255.980860999996,1000,136000
24,12,11307.017544,0,890
56,16,102.79106858,0,0
43,12,57562.998405,2890,8500
66,12,9148.4051037,0,0
40,12,21586.124402,500,600
71,17,26725.677831,0,0
30,13,43172.248804,3800,43800
30,16,83260.76555,0,129900
42,10,82232.854864,800,150800
23,12,15418.660287,105,4430
49,12,53451.355662,300,24900
42,12,30837.320574,220,4550
27,12,28781.499203,0,1500
39,16,411164.27432,0,364000
31,12,6681.4194577,1650,0
32,13,52423.444976,700,63880
76,16,28781.499203,6800,0
31,12,46255.980860999996,300,104400
32,13,14390.749601,0,250
85,14,9045.6140351,0,0
29,16,69897.926635,250,23780
43,17,175772.72727,1800,102000
30,12,51395.53429,3000,60100
58,14,100735.24721,18000,70000
44,16,81204.944179,2200,97100
52,12,35976.874003,3000,92000
48,15,28781.499203,850,13780
72,12,10279.106858,0,410
38,10,61674.641148,0,88280
37,12,6887.0015949,0,0
39,17,123349.2823,2000,158650
62,10,11307.017544,0,340
39,13,30837.320574,2300,4000
40,17,193247.20893,1000,187000
47,12,35976.874003,0,0
36,11,19530.30303,300,2200
53,12,40088.516746,4500,161300
22,12,18502.392344,0,4400
47,17,144935.4067,8000,184900
32,13,38032.695375,0,1100
74,12,33921.052632,3900,1600
71,12,16446.570973,0,0
52,17,39060.606061,1200,57000
35,13,123349.2823,15500,4100
48,14,46255.980860999996,1000,136000
72,10,4008.8516746,0,0
83,16,30837.320574,0,0
32,14,92511.961721999993,1300,129000
66,12,18502.392344,0,157000
44,16,100735.24721,1900,133000
47,12,53451.355662,5000,51300
73,4,33921.052632,0,0
33,16,32893.141946,60,142140
66,16,51395.53429,0,3000
51,14,76065.39075,0,142560
80,16,42144.338118,0,2100
22,12,29809.409888,0,2160
50,14,4933.9712919,0,195000
44,15,87372.408293,32700,66000
73,12,9559.569378,0,0
78,5,7709.3301435,0,28600
47,12,41116.427432,250,12800
26,14,52423.444976,300,38200
69,6,17474.481659,0,39000
34,12,27753.588517,0,0
50,13,48311.802233,0,160000
35,12,37004.784689,0,68940
76,12,30837.320574,11000,2900
54,12,63730.46252,0,1500
65,15,65786.283892,2000,3000
22,12,33921.052632,0,5300
42,9,45228.070175,100,26300
50,14,53451.355662,0,60600
41,12,11307.017544,0,0
56,7,47283.891547,0,55600
72,16,15418.660287,0,0
49,16,10279.106858,50,0
